1293085602	20260308	202603	2026	2026.1863											BUS	TOURISM INDUSTRY						BUS			1	046	046	04	1	7.0	6	1	6	3.08285163776493	0								1	Anguilla	AV	AV		18.216667	-63.05	AV	1	Anguilla	AV	AV		18.216667	-63.05	AV	20260308111500	https://eturbonews.com/anguilla-tourist-board-names-new-chief-marketing-officer/
1293085603	20260308	202603	2026	2026.1863											CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	1.28495842781557	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	1	Russia	RS	RS		60	100	RS	20260308111500	https://www.wellandtribune.ca/news/canada/debate-over-a-foreign-spy-service-for-canada-influenced-by-allies-money-study/article_a754c24b-5530-5a62-847a-0afe588f55b9.html
1293085604	20260308	202603	2026	2026.1863											CHN	CHINA	CHN								0	190	190	19	4	-10.0	4	1	4	-3.03867403314917	0								4	Kunlun Mountains, China (general), China	CH	CH00	13300	36	84	-1913822	4	Kunlun Mountains, China (general), China	CH	CH00	13300	36	84	-1913822	20260308111500	https://sofmag.com/douglas-mackiernan-cia-escape/
1293085605	20260308	202603	2026	2026.1863											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-6.62460567823344	0								4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20260308111500	https://www.mid-day.com/news/india-news/article/maharashtra-medical-student-dies-by-suicide-in-nanded-ncp-leader-booked-by-police-for-abetment-23619846
1293085606	20260308	202603	2026	2026.1863											COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-4.34782608695652	0								4	Henley-On-Thames, Oxfordshire, United Kingdom	UK	UKK2	40127	51.5333	-0.9	-2598521	4	Henley-On-Thames, Oxfordshire, United Kingdom	UK	UKK2	40127	51.5333	-0.9	-2598521	20260308111500	https://www.express.co.uk/news/uk/2179650/murder-investigation-after-woman-found-dead-river-thames
1293085607	20260308	202603	2026	2026.1863											CVL	NEIGHBOURHOOD						CVL			1	030	030	03	1	4.0	10	1	5	-2.7027027027027	0								4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20260308111500	https://www.dailymail.co.uk/news/article-15625855/Tories-police-immediate-justice-yobs-clean-graffiti-litter-cannabis.html
1293085608	20260308	202603	2026	2026.1863											CVL	COMMUNITY						CVL			1	0311	031	03	1	5.2	5	1	5	0	0								0								0								20260308111500	https://www.nwaonline.com/news/2026/mar/08/van-buren-voters-approve-1-sales-tax-increase/
1293085609	20260308	202603	2026	2026.1863											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	4	1	4	3.6241610738255	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260308111500	https://www.kentonline.co.uk/maidstone/news/bring-a-book-share-a-book-scheme-grows-to-200-000-little-337397/
1293085610	20260308	202603	2026	2026.1863											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	6	1	6	3.6241610738255	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20260308111500	https://www.kentonline.co.uk/maidstone/news/bring-a-book-share-a-book-scheme-grows-to-200-000-little-337397/
1293085611	20260308	202603	2026	2026.1863											CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	2	1	2	-2.82051282051282	0								3	Catalina Foothills, Arizona, United States	US	USAZ		32.2979	-110.919	37214	3	Catalina Foothills, Arizona, United States	US	USAZ		32.2979	-110.919	37214	20260308111500	https://www.ibtimes.com.au/nancy-guthrie-update-search-nancy-guthrie-enters-37th-day-fbi-probes-wi-fi-jammer-theory-1862959
1293085612	20260308	202603	2026	2026.1863											CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	3	1	3	-2.82051282051282	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260308111500	https://www.ibtimes.com.au/nancy-guthrie-update-search-nancy-guthrie-enters-37th-day-fbi-probes-wi-fi-jammer-theory-1862959
1293085613	20260308	202603	2026	2026.1863											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	6	1	6	3.6241610738255	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20260308111500	https://www.kentonline.co.uk/maidstone/news/bring-a-book-share-a-book-scheme-grows-to-200-000-little-337397/
1293085614	20260308	202603	2026	2026.1863											CVL	SETTLEMENT						CVL			0	120	120	12	3	-4.0	1	1	1	-2.01183431952663	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260308111500	https://www.ibtimes.com.au/elon-musk-testifies-twitter-trial-spacex-eyes-moon-xai-merger-sparks-ipo-talk-1862972
1293085615	20260308	202603	2026	2026.1863											CVL	SETTLEMENT						CVL			0	120	120	12	3	-4.0	4	1	4	-2.01183431952663	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260308111500	https://www.ibtimes.com.au/elon-musk-testifies-twitter-trial-spacex-eyes-moon-xai-merger-sparks-ipo-talk-1862972
1293085616	20260308	202603	2026	2026.1863											CYPGOV	CYPRUS	CYP					GOV			0	040	040	04	1	1.0	8	1	8	-4.94001411432604	0								1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20260308111500	https://www.wsls.com/news/world/2026/03/08/the-latest-israel-hits-lebanon-and-tehran-oil-depot-as-desalination-plants-become-targets/
1293085617	20260308	202603	2026	2026.1863											CYPGOV	CYPRUS	CYP					GOV			0	040	040	04	1	1.0	2	1	2	-4.94001411432604	0								1	Cyprus	CY	CY		35	33	CY	1	France	FR	FR		46	2	FR	20260308111500	https://www.wsls.com/news/world/2026/03/08/the-latest-israel-hits-lebanon-and-tehran-oil-depot-as-desalination-plants-become-targets/
1293085618	20260308	202603	2026	2026.1863											DEU	DORTMUND	DEU								0	046	046	04	1	7.0	10	1	10	2.27848101265823	0								4	Koln, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.9333	6.95	-1810561	4	Koln, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.9333	6.95	-1810561	20260308111500	https://www.nytimes.com/athletic/7098568/2026/03/08/julian-brandt-dortmund-transfer-exit/
1293085619	20260308	202603	2026	2026.1863											DEU	GERMANY	DEU								1	190	190	19	4	-10.0	8	1	8	1.80790960451978	0								4	Schwangau, Bayern, Germany	GM	GM02	5666	47.5833	10.7333	-1861736	4	Schwangau, Bayern, Germany	GM	GM02	5666	47.5833	10.7333	-1861736	20260308111500	https://www.hawaiitribune-herald.com/2026/03/08/features/steves-soaking-it-up-in-europes-best-spas/
1293085620	20260308	202603	2026	2026.1863											EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	2	1	2	1.71017101710171	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20260308111500	https://www.phillyvoice.com/pennsylvania-house-democrats-universal-pre-k/
1293085621	20260308	202603	2026	2026.1863											EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	1	1	1	1.71017101710171	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20260308111500	https://www.phillyvoice.com/pennsylvania-house-democrats-universal-pre-k/
1293085622	20260308	202603	2026	2026.1863											EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	6	1	6	1.71017101710171	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20260308111500	https://www.phillyvoice.com/pennsylvania-house-democrats-universal-pre-k/
1293085623	20260308	202603	2026	2026.1863											EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	1	1	1	1.71017101710171	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260308111500	https://www.phillyvoice.com/pennsylvania-house-democrats-universal-pre-k/
1293085624	20260308	202603	2026	2026.1863											ESP	SPANISH	ESP								0	043	043	04	1	2.8	1	1	1	-4.63667820069205	0								4	Panchito, Chihuahua, Mexico	MX	MX06	19773	27.35	-106.05	-1687212	1	Spain	SP	SP		40	-4	SP	20260308111500	https://chicago.suntimes.com/immigration/2026/03/08/deportation-francisco-gonzalez-jasso-panchito-gang-latin-kings-deported-ice-mexico-midway-blitz-little-village
1293085625	20260308	202603	2026	2026.1863											FJI	FIJI	FJI								1	0331	033	03	1	5.2	2	1	2	6.07476635514019	0								4	Lakeba, Eastern, Fiji	FJ	FJ02	40197	-18.2167	-178.783	-1188444	4	Lakeba, Eastern, Fiji	FJ	FJ02	40197	-18.2167	-178.783	-1188444	20260308111500	https://www.scoop.co.nz/stories/WO2603/S00077/150-leaders-convene-in-fiji-to-strengthen-finance-for-the-pacific-ocean.htm
1293085626	20260308	202603	2026	2026.1863											FJI	FIJI	FJI								1	0331	033	03	1	5.2	2	1	2	6.07476635514019	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260308111500	https://www.scoop.co.nz/stories/WO2603/S00077/150-leaders-convene-in-fiji-to-strengthen-finance-for-the-pacific-ocean.htm
1293085627	20260308	202603	2026	2026.1863											GBR	LIVERPOOL	GBR								1	023	023	02	1	3.4	5	1	5	-1.29390018484288	0								0								0								20260308111500	https://www.liverpoolecho.co.uk/news/liverpool-news/family-baby-arthur-issue-health-33522666
1293085628	20260308	202603	2026	2026.1863											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	10	1	10	-4.63768115942029	0								4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20260308111500	https://www.aol.co.uk/articles/safe-legal-routes-uk-migrants-085738185.html
1293085629	20260308	202603	2026	2026.1863											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	-4.63768115942029	0								4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20260308111500	https://www.aol.co.uk/articles/safe-legal-routes-uk-migrants-085738185.html
1293085630	20260308	202603	2026	2026.1863											GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	-1.1520737327189	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260308111500	https://www.ynetnews.com/article/rjnuqa9y11g
1293085631	20260308	202603	2026	2026.1863											GBR	UNITED KINGDOM	GBR								1	050	050	05	1	3.5	1	1	1	6.39134709931171	0								4	Stowmarket, Suffolk, United Kingdom	UK	UKN5	40132	52.1833	0.983333	-2608903	4	Stowmarket, Suffolk, United Kingdom	UK	UKN5	40132	52.1833	0.983333	-2608903	20260308111500	https://www.suffolknews.co.uk/business-news/women-mean-business-the-leaders-who-are-blazing-a-trail-9455519/
1293085632	20260308	202603	2026	2026.1863											GBR	BRITISH	GBR								0	130	130	13	3	-4.4	1	1	1	-1.98863636363636	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20260308111500	https://www.aol.co.uk/articles/cooper-rejects-blair-call-uk-104156934.html
1293085633	20260308	202603	2026	2026.1863											GBR	BRITAIN	GBR								1	130	130	13	3	-4.4	10	1	10	-3.5593220338983	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260308111500	https://www.dailymail.co.uk/news/article-15625809/Richard-Branson-warns-Britain-prepare-conflict-space-dominate-industry-sake-national-security.html
1293085634	20260308	202603	2026	2026.1863											GBR	BRITISH	GBR								0	130	130	13	3	-4.4	1	1	1	-1.98863636363636	0								1	Iran	IR	IR		32	53	IR	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260308111500	https://www.aol.co.uk/articles/cooper-rejects-blair-call-uk-104156934.html
1293085635	20260308	202603	2026	2026.1863											GBR	BRITAIN	GBR								1	154	154	15	4	-7.2	10	1	10	-3.5593220338983	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260308111500	https://www.dailymail.co.uk/news/article-15625809/Richard-Branson-warns-Britain-prepare-conflict-space-dominate-industry-sake-national-security.html
1293085636	20260308	202603	2026	2026.1863											GBRGOV	BRITISH	GBR					GOV			0	130	130	13	3	-4.4	3	1	3	-1.98863636363636	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Iran	IR	IR		32	53	IR	20260308111500	https://www.aol.co.uk/articles/cooper-rejects-blair-call-uk-104156934.html
1293085637	20260308	202603	2026	2026.1863											GOV	PRESIDENT						GOV			1	130	130	13	3	-4.4	13	1	10	-3.05343511450382	0								4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	20260308111500	https://www.nyasatimes.com/mcp-insiders-call-on-chakwera-to-step-down-over-corruption-and-party-mismanagement/
1293085638	20260308	202603	2026	2026.1863											GOV	SOVEREIGN						GOV			0	195	195	19	4	-10.0	10	1	10	-6.51685393258427	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260308111500	https://tribune.com.pk/story/2596450/americas-war-of-choice-the-emperor-is-relishing-his-nakedness
1293085639	20260308	202603	2026	2026.1863											HLH	DOCTOR						HLH			0	043	043	04	1	2.8	3	1	3	-3.5667107001321	0								1	Georgia	GG	GG		41.999981	43.499905	GG	1	Georgia	GG	GG		41.999981	43.499905	GG	20260308111500	https://mykeystrokes.com/2014/03/04/just-die-already-gop-would-bar-poor-from-health-care-altogether/
1293085640	20260308	202603	2026	2026.1863											IRN	IRANIAN	IRN								1	043	043	04	1	2.8	8	1	8	-4.6242774566474	0								1	Iran	IR	IR		32	53	IR	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260308111500	https://ianslive.in/fairpoint-oppn-may-find-faults-but-modi-govt-holds-its-nerve-in-west-asia--20260308161926
1293085641	20260308	202603	2026	2026.1863											IRN	IRANIAN	IRN								0	0874	087	08	2	10.0	4	1	4	-3.00829875518672	0								4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20260308111500	https://www.wsls.com/news/world/2026/03/08/irans-border-with-turkey-offers-a-way-out-but-few-are-leaving-for-good/
1293085642	20260308	202603	2026	2026.1863											IRN	IRANIAN	IRN								0	0874	087	08	2	10.0	1	1	1	-3.00829875518672	0								4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	1	China	CH	CH		35	105	CH	20260308111500	https://www.wsls.com/news/world/2026/03/08/irans-border-with-turkey-offers-a-way-out-but-few-are-leaving-for-good/
1293085643	20260308	202603	2026	2026.1863											IRN	TEHRAN	IRN								1	138	138	13	3	-7.0	10	1	10	-5.56994818652849	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260308111500	https://www.insidenova.com/news/national/tehran-fuel-dumps-burn-as-iran-warns-it-can-fight-for-months/article_4ac1456a-605f-5d1b-8d3a-e56350f39f9b.html
1293085644	20260308	202603	2026	2026.1863											IRNGOV	IRANIAN	IRN					GOV			0	190	190	19	4	-10.0	8	1	8	-6.51685393258427	0								4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	20260308111500	https://tribune.com.pk/story/2596450/americas-war-of-choice-the-emperor-is-relishing-his-nakedness
1293085645	20260308	202603	2026	2026.1863											MEX	MEXICO	MEX								0	042	042	04	1	1.9	20	1	10	-4.63667820069205	0								4	Panchito, Chihuahua, Mexico	MX	MX06	19773	27.35	-106.05	-1687212	4	Panchito, Chihuahua, Mexico	MX	MX06	19773	27.35	-106.05	-1687212	20260308111500	https://chicago.suntimes.com/immigration/2026/03/08/deportation-francisco-gonzalez-jasso-panchito-gang-latin-kings-deported-ice-mexico-midway-blitz-little-village
1293085646	20260308	202603	2026	2026.1863											MNCUSAMED	GOOGLE	USA					MNC	MED		0	046	046	04	1	7.0	5	1	5	-0.21321961620469	0								0								0								20260308111500	https://www.howtogeek.com/why-de-googling-my-life-was-a-complete-waste-of-my-time/
1293085647	20260308	202603	2026	2026.1863											MOS	IMAM				MOS					0	186	186	18	4	-10.0	4	1	4	-1.34003350083752	0								4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20260308111500	https://www.scoop.co.nz/stories/WO2603/S00073/who-is-mojtaba-khamenei-irans-presumed-next-supreme-leader-and-would-he-bring-change-or-more-brutal-suppression.htm
1293085648	20260308	202603	2026	2026.1863											MWI	MALAWI	MWI								1	010	010	01	1	0.0	1	1	1	-6.81818181818182	0								4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20260308111500	https://www.nyasatimes.com/women-with-disabilities-demand-inclusive-srh-services-in-climate-crisis/
1293085649	20260308	202603	2026	2026.1863											MWI	LILONGWE	MWI								1	040	040	04	1	1.0	3	1	3	-1.3550135501355	0								4	Southern Region, Blantyre, Malawi	MI	MI24	65270	-15.5	35	-1487058	4	Southern Region, Blantyre, Malawi	MI	MI24	65270	-15.5	35	-1487058	20260308111500	https://www.nyasatimes.com/analysis-plumbing-the-depths-of-malawis-non-revenue-water-crisis/
1293085650	20260308	202603	2026	2026.1863											MWI	MALAWI	MWI								1	042	042	04	1	1.9	2	1	2	-2.76008492569002	0								1	Malawi	MI	MI		-13.5	34	MI	1	Malawi	MI	MI		-13.5	34	MI	20260308111500	https://www.nyasatimes.com/admarc-on-life-support-the-company-needs-k144-billion-from-malawians-to-still-be-alive/
1293085651	20260308	202603	2026	2026.1863											MWI	MALAWI	MWI								1	051	051	05	1	3.4	1	1	1	-6.81818181818182	0								4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20260308111500	https://www.nyasatimes.com/women-with-disabilities-demand-inclusive-srh-services-in-climate-crisis/
1293085652	20260308	202603	2026	2026.1863											MWI	MALAWI	MWI								1	111	111	11	3	-2.0	4	1	4	-3.05343511450382	0								4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	20260308111500	https://www.nyasatimes.com/mcp-insiders-call-on-chakwera-to-step-down-over-corruption-and-party-mismanagement/
1293085653	20260308	202603	2026	2026.1863											MWIGOV	MALAWI	MWI					GOV			0	130	130	13	3	-4.4	1	1	1	-3.05343511450382	0								4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	4	Dedza, Dedza, Malawi	MI	MI06	65269	-14.3828	34.3316	-1480682	20260308111500	https://www.nyasatimes.com/mcp-insiders-call-on-chakwera-to-step-down-over-corruption-and-party-mismanagement/
1293085654	20260308	202603	2026	2026.1863											NLD	ROTTERDAM	NLD								1	042	042	04	1	1.9	10	1	10	-3.14795383001049	0								4	Wilhelmshaven, Niedersachsen, Germany	GM	GM06	40698	53.5167	8.13333	-1888366	4	Wilhelmshaven, Niedersachsen, Germany	GM	GM06	40698	53.5167	8.13333	-1888366	20260308111500	https://www.ynetnews.com/business/article/hyyrus9k11l
1293085655	20260308	202603	2026	2026.1863											NZL	NEW ZEALAND	NZL								1	057	057	05	1	8.0	2	1	2	1.92307692307692	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260308111500	https://www.scoop.co.nz/stories/BU2603/S00110/why-do-high-earners-get-the-pension-ask-susan.htm
1293085656	20260308	202603	2026	2026.1863											OPP	CRUSADER						OPP			0	190	190	19	4	-10.0	6	1	6	2.04661739624787	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260308111500	https://collider.com/classic-cartoons-aged-like-fine-wine/
1293085657	20260308	202603	2026	2026.1863											PAKLEG	PAKISTAN	PAK					LEG			1	041	041	04	1	1.0	6	1	6	-1.37931034482759	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20260308111500	https://www.trend.az/azerbaijan/politics/4162479.html
1293085658	20260308	202603	2026	2026.1863											REF	REFUGEE						REF			0	100	100	10	3	-5.0	2	1	2	-4.63768115942029	0								4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20260308111500	https://www.aol.co.uk/articles/safe-legal-routes-uk-migrants-085738185.html
